author,title,pub_date,item_uri,acq_date
"Morley, Christopher",Being Human: A Story,1932,https://shakespeareandco.princeton.edu/books/morley-human/,1933-03
"Hurst, Fannie",Imitation of Life: A Novel,1933,https://shakespeareandco.princeton.edu/books/hurst-imitation-life/,1933-03
"Aldington, Richard",All Men Are Enemies: A Romance,1933,https://shakespeareandco.princeton.edu/books/aldington-men-enemies/,1933-03
"Anthony, Katharine",Marie Antoinette,1933,,1933-03
"Jackson, J. Hampden",Europe sInce the War: A Sketch of Political Development 1918–1932,1933,https://shakespeareandco.princeton.edu/books/jackson-europe-since-war/,1933-03
"Sugimoto, Etsu Inaqaki","A Daughter of the Samurai: How a Daughter of Feudal Japan, Living Hundreds of Years in One Generation, Became a Modern American",1925,https://shakespeareandco.princeton.edu/books/sugimoto-daughter-samurai/,1933-03
"Lawrence, D. H. ",The Lovely Lady,1932,https://shakespeareandco.princeton.edu/books/lawrence-lovely-lady/,1933-03
"Rhondda, The Viscountess",This Was My World,1933,https://shakespeareandco.princeton.edu/books/mackworth-world/,1933-03
"Walpole, Hugh",All Souls Night,1933,https://shakespeareandco.princeton.edu/books/walpole-souls-night/,1933-03
"Sitwell, Satcheverell",Mozart,1932,https://shakespeareandco.princeton.edu/books/sitwell-mozart/,1933-03
"Leon, Derrick",Livingstones,1933,https://shakespeareandco.princeton.edu/books/leon-livingstones-novel-contemporary/,1933-03
"Butts, Mary",The Macedonian,1933,https://shakespeareandco.princeton.edu/books/butts-macedonian/,1933-03
"Millin, Sarah Gertrude",Rhodes,1933,https://shakespeareandco.princeton.edu/books/millin-rhodes/,1933-03
"Mottram, R. H.",The Lame Dog,1933,https://shakespeareandco.princeton.edu/books/mottram-lame-dog/,1933-03
"Lewisohn, Ludwig",This People,1933,https://shakespeareandco.princeton.edu/books/lewisohn-people/,1933-03
"Bradby, G. F.",The Brontes and Other Essays,1932,,1933-03
,New Country: Prose and Poetry by the Authors of New Signatures,1933,https://shakespeareandco.princeton.edu/books/roberts-new-country-prose/,1933-03
"Willis, Irene Cooper",The Brontes ,1933,https://shakespeareandco.princeton.edu/books/willis-brontes/,1933-03
"Crofts, F. W.",The Hog's Back Mystery,1933,,1933-03
"Pankhurst, Sylvia",The Home Front: A Mirror to Life in England during the First World War,1932,,1933-03
"Mannin, Ethel",Venetian Blinds,1933,https://shakespeareandco.princeton.edu/books/mannin-venetian-blinds/,1933-03
"Scott, Howard",Introduction to Technocracy,1933,,1933-03
"Hergesheimer, Joseph",Tropical Winter,1933,https://shakespeareandco.princeton.edu/books/hergesheimer-tropical-winter/,1933-03
"Buck, Pearl S.",Is There a Case for Foreign Missions?,1932,https://shakespeareandco.princeton.edu/books/buck-case-foreign-missions/,1933-03
"Spender, Stephen",Poems,1934,https://shakespeareandco.princeton.edu/books/spender-poems/,1933-03
"Monroe, Harriet",Poets & Their Art,1926,https://shakespeareandco.princeton.edu/books/monroe-poets-art/,1933-03
"Thomas, Norman and Paul Blanshard","What's the Matter with New York, a National Problem",1932,,1933-03
"Collier, John",Tom's A-Cold:A Tale,1933,https://shakespeareandco.princeton.edu/books/collier-toms-cold-tale/,1933-04
"Carr, Edward Hallett",The Romantic Exiles: A Ninteenth Century Portrait Gallery,1933,https://shakespeareandco.princeton.edu/books/carr-romantic-exiles-nineteenth/,1933-04
"Benson, Stella and Count Nicolas De Toulouse Lautrec De Savine, K.M.","Pull Devil, Pull Baker",1933,https://shakespeareandco.princeton.edu/books/benson-pull-devil-pull/,1933-04
"Caldwell, Erskine",God's Little Acre,1933,https://shakespeareandco.princeton.edu/books/caldwell-gods-little-acre/,1933-04
"Thring, G.Herbert",The Marketing of Literary Property,1933,,1933-04
"Laski, Harold et al.",Where Stands Socialism Today?,1933,https://shakespeareandco.princeton.edu/books/laski-socialism-stands-today/,1933-04
"Bennett, Arnold. J.J. Bell. F.C. Brinton. S. Box. R.B. Webber. H. Beresford. Seale. Kemp and Tracy",Eight One-Act Plays,1933,https://shakespeareandco.princeton.edu/books/eight-one-act/,1933-04
,Full Score: Twenty-Five Stories,1933,,1933-04
,Plays of a Half Decade,1933,,1933-04
"Williamson, Henry","The Gold Falcon, or The Haggard of Love",1933,https://shakespeareandco.princeton.edu/books/williamson-gold-falcon-haggard/,1933-04
"Gale, Zona",Papa La Fleur,1933,,1933-04
"Murasaki, Shikibu",The Bridge of Dreams (The Tale of Genji 6),1933,https://shakespeareandco.princeton.edu/books/murasaki-shikibu-tale-genji/,1933-04
"Cronin, A.J.",Grand Canary,1933,https://shakespeareandco.princeton.edu/books/cronin-grand-canary/,1933-05
Taffrail,Dover-Ostend,1933,,1933-05
"Evans, Caradoc",Wasps,1933,https://shakespeareandco.princeton.edu/books/wasps/,1933-05
"Hamilton, Cicely",Modern France as Seen by an Englishwoman,1933,,1933-05
"Erdberg, Oskar",Tales of Modern China,1933,https://shakespeareandco.princeton.edu/books/erdberg-tales-modern-china/,1933-05
"Fallada, Hans","Little Man, What Now?",1933,https://shakespeareandco.princeton.edu/books/fallada-little-man-now/,1933-05
"Cozzens, James Gould",A Cure of Flesh,1933,https://shakespeareandco.princeton.edu/books/cozzens-cure-flesh/,1933-05
"Bennett, Arnold","The Journals of Arnold Bennett, Vol. 3. (1921-1928)",1932,https://shakespeareandco.princeton.edu/books/bennett-journals-arnold-bennett/,1933-05
"Lumpkin, Grace",To Make My Bread,1932,https://shakespeareandco.princeton.edu/books/lumpkin-make-bread/,1933-05
"Waddell, Helen",Peter Abelard,1933,https://shakespeareandco.princeton.edu/books/waddell-peter-abelard-novel/,1933-05
"Angell, Sir Norman",From Chaos to Control,1933,https://shakespeareandco.princeton.edu/books/angell-chaos-control/,1933-05
"Mackail, Denis",Having Fun: More Non-Stop Stories,1933,,1933-05
"Boyle, Kay",The First Lover and Other Stories,1933,https://shakespeareandco.princeton.edu/books/boyle-first-lover-stories/,1933-05
"Christie, Agatha",The Tuesday Club Murders,1933,https://shakespeareandco.princeton.edu/books/christie-tuesday-club-murders/,1933-05
"Luhan, Mable Dodge",Initimate Memories 1: Background,1933,https://shakespeareandco.princeton.edu/books/luhan-background-intimate-memories/,1933-05
"Carroll, Gladys Hasty",As the Earth turns,1933,https://shakespeareandco.princeton.edu/books/carroll-earth-turns/,1933-05
"Mitchison, Naomi",The Delicate Fire,1933,https://shakespeareandco.princeton.edu/books/mitchison-delicate-fire/,1933-06
"Owen, Cunliffe",The Phoenix and the Dove,1933,,1933-06
"Rice, Elmer","The Plays of Elmer Rice: Containing The Adding Machine, Street Scene, See Naples and Die, Counellor-at-Law",1933,https://shakespeareandco.princeton.edu/books/rice-plays-elmer-rice/,1933-06
"Peixotto, Ernest","A Bacchic Pilgrimage, French Wines",1932,,1933-06
"Kennedy, MIlward",Bull's Eye,1933,https://shakespeareandco.princeton.edu/books/kennedy-bulls-eye/,1933-06
"Hindus, Maurice Gerschon",The Great Offensive,1933,https://shakespeareandco.princeton.edu/books/hindus-great-offensive/,1933-06
"Oppenheim, E. Phillips",Murder at Monte Carlo,1933,https://shakespeareandco.princeton.edu/books/oppenheim-murder-monte-carlo/,1933-06
"Terry, Ellen ",Ellen Terry's Memoirs,1932,https://shakespeareandco.princeton.edu/books/terry-ellen-terrys-memoirs/,1933-06
"Adams, James Truslow",The March of Democracy: A History of the United States,1933,https://shakespeareandco.princeton.edu/books/adams-march-democracy-history/,1933-06
"Roosevelt, Franklin Delano",Looking Forward,1933,https://shakespeareandco.princeton.edu/books/roosevelt-looking-forward/,1933-06
"Herbst, Josephine",Pity is not Enough,1933,https://shakespeareandco.princeton.edu/books/herbst-pity-enough/,1933-07
"Rinehart, Mary Robert",The Album,1933,,1933-07
"Iles, Francis",Before the Fact: A Murder Story for Ladies,1932,https://shakespeareandco.princeton.edu/books/iles-fact-murder-story/,1933-07
"Strahan, Kay Cleaver",The Meriwerther Mystery,1932,https://shakespeareandco.princeton.edu/books/strahan-meriwether-mystery/,1933-07
"Cole, G.D.H. and Margaret Cole",Death of a Star,1933,https://shakespeareandco.princeton.edu/books/cole-death-star/,1933-07
"Eberhart, Mignon Good",The White Cockatoo,1933,https://shakespeareandco.princeton.edu/books/eberhart-white-cockatoo/,1933-07
Pyarelal,The Epic Fast,1932,,1933-07
"Buchan, John",A Prince of the Captivity,1933,https://shakespeareandco.princeton.edu/books/buchan-prince-captivity/,1933-07
"Orczy, Baroness and Emmuska Orczy",The Way of the Scarlet Pimpernel,1933,https://shakespeareandco.princeton.edu/books/orczy-way-scarlet-pimpernel/,1933-07
"Garnett, Edward",Capajon: Fifty-Four Short Stories Published 1921-1933,1933,https://shakespeareandco.princeton.edu/books/garnett-capajon-fifty-four/,1933-07
"****** There were no books added to the Library during August of 1933. Does this seem a bit odd or is there a sepereate account, or was this a vacation period?*****",,,,
"Walpole, Hugh",Vanessa,1933,https://shakespeareandco.princeton.edu/books/walpole-vanessa/,1933-09
"Strong, L.A.G.",Sea Wall ,1933,https://shakespeareandco.princeton.edu/books/strong-sea-wall/,1933-09
"Tomlinson, H.M.",The Snows of Helicon,1933,https://shakespeareandco.princeton.edu/books/tomlinson-snows-helicon/,1933-09
"Schlumberger, Jean","The Seventh Age: Or, Saint Saturnin",1933,https://shakespeareandco.princeton.edu/books/schlumberger-seventh-age-saint/,1933-09
"Ford, Ford Madox",The Rash Act,1933,https://shakespeareandco.princeton.edu/books/ford-rash-act/,1933-09
"De La Roche, Mazo",The Master of Jalna,1933,https://shakespeareandco.princeton.edu/books/de-la-roche-master-jalna/,1933-09
"Williams, Valentine",The Cock Ticks On,1933,https://shakespeareandco.princeton.edu/books/williams-clock-ticks/,1933-09
"Brittain, Vera",Testament of Youth,1933,https://shakespeareandco.princeton.edu/books/brittain-testament-youth/,1933-09
"Quedalla, Phillip",The Queen and Mr. Gladstone,1933,https://shakespeareandco.princeton.edu/books/guedalla-queen-mr-gladstone/,1933-09
"Zweig, Stefan",Marie Antoinette: The Portrait of an Average Woman,1932,https://shakespeareandco.princeton.edu/books/zweig-marie-antoinette-portrait/,1933-09
"Bromfield, Louis",The Farm,1933,https://shakespeareandco.princeton.edu/books/bromfield-farm/,1933-09
"Asquith, Margot",More Memories,1933,https://shakespeareandco.princeton.edu/books/asquith-memories/,1933-09
,The Best Short Stories of 1933,1933,https://shakespeareandco.princeton.edu/books/obrien-best-short-stories-1933-2/,1933-09
"Kaye-Smith, Sheila",The Ploughman's Progress,1933,https://shakespeareandco.princeton.edu/books/kaye-smith-ploughmans-progress/,1933-09
"Mackenzie, Compton",Water on the Brain,1933,https://shakespeareandco.princeton.edu/books/mackenzie-water-brain/,1933-09
"Deeping, Warwick",Two Black Sheep,1933,,1933-09
"Ertz, Susan",The Proselyte,1933,https://shakespeareandco.princeton.edu/books/ertz-proselyte/,1933-09
"Brett, Dorothy",Lawrence and Brett: A Friendship,1933,https://shakespeareandco.princeton.edu/books/brett-lawrence-brett-friendship/,1933-09
"Lawrence, D.H.",Love Among the Haystacks,1930,https://shakespeareandco.princeton.edu/books/lawrence-love-among-haystacks/,1933-09
"Maugham, W. Somerset",Ah King,1933,https://shakespeareandco.princeton.edu/books/maugham-ah-king/,1933-09
"Priestley, J.B.",Wonder Hero,1933,https://shakespeareandco.princeton.edu/books/priestley-wonder-hero/,1933-09
"Murry, J. Middleton",William Blake,1933,https://shakespeareandco.princeton.edu/books/murry-william-blake/,1933-09
"Wells, H.G.",The Shape of Things to Come,1933,,1933-09
"Cummings, E.E.",Eimi,1933,https://shakespeareandco.princeton.edu/books/cummings-eimi/,1933-09
"Stein, Gertrude",The Autobiography of Alice B. Toklas,1933,https://shakespeareandco.princeton.edu/books/stein-autobiography-alice-b/,1933-09
"Buck, Pearl S.",The First Wife and Other Stories,1933,https://shakespeareandco.princeton.edu/books/buck-first-wife-stories/,1933-09
"Chamson, Andre",Roux the Bandit,1929,,1933-09
,"Glicksberg, Charles Irving",1933,https://shakespeareandco.princeton.edu/books/glicksberg-walt-whitman-civil/,1933-09
"Allen, Hervey",Anthony Adverse,1933,https://shakespeareandco.princeton.edu/books/allen-anthony-adverse/,1933-10
"West, Nathanael",Miss Lonelyhearts,1933,https://shakespeareandco.princeton.edu/books/west-miss-lonelyhearts/,1933-10
"Macdonell, A.G.",The Shapkespeare Murders,1933,https://shakespeareandco.princeton.edu/books/macdonell-shakespeare-murders/,1933-10
"Van Dine, S.S. / Wright, Willard Huntington (pseudonym)",The Dragon Murder Case,1933,https://shakespeareandco.princeton.edu/books/van-dine-dragon-murder-case/,1933-10
"Villa, Jose Garcia",Footnote to Youth: Tales of the Phillipines and Others,1933,,1933-10
Sapper,Ronald Standish,1933,,1933-10
"Nichols, Beverly",Cry Havoc!,1933,https://shakespeareandco.princeton.edu/books/nichols-cry-havoc/,1933-10
"Galsworthy, John ",Over the River (End of Chapter),1933,https://shakespeareandco.princeton.edu/books/galsworthy-river/,1933-10
"Pound, Ezra",A Draft of XXX Cantos,1930,https://shakespeareandco.princeton.edu/books/pound-draft-xxx-cantos/,1933-10
"Woolf, Virginia",Flush: A Biography,1933,https://shakespeareandco.princeton.edu/books/woolf-flush-biography/,1933-10
"Mackenzie, Compton",Literature in my Time,1933,https://shakespeareandco.princeton.edu/books/mackenzie-literature-time/,1933-10
"Undset, Sigrid",Ida Elizabeth: A Novel,1933,https://shakespeareandco.princeton.edu/books/undset-ida-elizabeth-novel/,1933-10
"Mantz, Ruth Elvish and John Middleton Murry",The Life of Katherine Mansfield,1933,https://shakespeareandco.princeton.edu/books/mantz-life-katherine-mansfield/,1933-10
"Glover, Halcott",Morning Pride,1933,https://shakespeareandco.princeton.edu/books/glover-morning-pride/,1933-10
"Delafield, E.M.",Gay Life,1933,https://shakespeareandco.princeton.edu/books/delafield-gay-life/,1933-10
"Beith, Janet",No Second Spring,1933,https://shakespeareandco.princeton.edu/books/beith-second-spring/,1933-10
"Read, Herbert",Art Now: An Introduction to the Theory of Modern Painting and Sculpture,1933,https://shakespeareandco.princeton.edu/books/read-art-now-introduction/,1933-11
"Strachey, Lytton",Characters and Commentaries,1933,https://shakespeareandco.princeton.edu/books/strachey-characters-commentaries/,1933-11
,Escape: A Book of Escapes of All Kinds,1933,,1933-11
"Gascoyne, David",Opening Day,1933,https://shakespeareandco.princeton.edu/books/gascoyne-opening-day/,1933-11
"Yeats, William Butler",The Winding Stair,1929,https://shakespeareandco.princeton.edu/books/yeats-winding-stair/,1933-11
"White, T.H.",Farewell Victoria,1933,https://shakespeareandco.princeton.edu/books/white-farewell-victoria/,1933-11
"Eliot, T.S.",The Use of Poetry and the Use of Criticism: Studies in the Relation of Criticism to Poetry in England,1933,https://shakespeareandco.princeton.edu/books/eliot-use-poetry-use/,1933-11
"Bartlett, Vernon",Nazi Germany Explained,1933,https://shakespeareandco.princeton.edu/books/bartlett-nazi-germany-explained/,1933-11
"Angell, Sir Norman and Others",The Intelligent Man's Way to Prevent War,1933,https://shakespeareandco.princeton.edu/books/woolf-intelligent-mans-way/,1933-11
"Auden, W. H.",Poems,unspecific edition,https://shakespeareandco.princeton.edu/books/auden-poems/,1933-11
"Whitehead, Alfred North",Adventures of Ideas,1933,https://shakespeareandco.princeton.edu/books/whitehead-adventures-ideas/,1933-11
"Saintsbury, George",Prefaces and Essays,1933,https://shakespeareandco.princeton.edu/books/saintsbury-prefaces-essays/,1933-11
"Quedalla, Phillip",The Queen and Mr. Gladstone 2,1933,,1933-11
"Mackail, Denis",Chelbury Abbey,1933,https://shakespeareandco.princeton.edu/books/mackail-chelbury-abbey/,1933-11
"Stern, G. B.",The Augs: An Exaggeration,1933,https://shakespeareandco.princeton.edu/books/stern-augs-exaggeration/,1933-11
"Hooke, N. Warner",Striplings,1933,https://shakespeareandco.princeton.edu/books/hooke-striplings/,1933-11
"O'Casey, Sean",Within the Gates:A Play of Four Scenes in a London Park,1933,https://shakespeareandco.princeton.edu/books/ocasey-within-gates-play/,1933-11
"Christie, Agatha",Thirteen at Dinner,1933,https://shakespeareandco.princeton.edu/books/christie-thirteen-dinner/,1933-11
"Noth, Ernst Erich",Berlin Tenement,1933,https://shakespeareandco.princeton.edu/books/noth-berlin-tenement/,1933-11
"Dunsany, Lord",The Curse of the Wise Woman,1933,https://shakespeareandco.princeton.edu/books/dunsany-curse-wise-woman/,1933-11
"Colum, Padraic","A Half-Day's Ride; or, Estates in Corsica",1932,,1933-11
"D' Auvergne, Edmond B.",Human Livestock,1933,,1933-11
"Asch, Sholem",Three Cities: A Trilogy,1933,https://shakespeareandco.princeton.edu/books/asch-three-cities-trilogy,1933-11
"Yeats, William Butler",The Collected Poems of W. B. Yeats,1933,https://shakespeareandco.princeton.edu/books/yeats-collected-poems-w/,1933-11
"Borden, Mary",Mary of Nazareth,1933,https://shakespeareandco.princeton.edu/books/borden-mary-nazareth/,1933-11
"Read, Herbert ",The Innocent Eye,1933,https://shakespeareandco.princeton.edu/books/read-innocent-eye/,1933-12
"Boyle, Kay ","Gentlemen, I Address You Privately",1933,https://shakespeareandco.princeton.edu/books/boyle-gentlemen-address-privately/,1933-12
"Conroy, Jack",The Disinherited,1933,https://shakespeareandco.princeton.edu/books/conroy-disinherited/,1933-12
"Ford, Ford Madox",It Was the Nightingale,1933,https://shakespeareandco.princeton.edu/books/ford-nightingale/,1933-12
"Chuan, Shui Hu",All Men Are Brothers,1933,https://shakespeareandco.princeton.edu/books/shi-men-brothers/,1933-11
"Beals, Carleton",The Crime of Cuba,1933,https://shakespeareandco.princeton.edu/books/beals-crime-cuba/,1933-12
"Winwar, Frances",Poor Splendid Wings: The Rossettis and Their Circle,1933,https://shakespeareandco.princeton.edu/books/winwar-poor-splendid-wings/,1933-12
"Waln, Nora ",The House of Exile,1933,https://shakespeareandco.princeton.edu/books/waln-house-exile/,1933-12
"O'Neill, Eugene","Ah, Wilderness!",1933,https://shakespeareandco.princeton.edu/books/oneill-ah-wilderness/,1933-12
"Patrick, Q",S. S. Murder,1933,https://shakespeareandco.princeton.edu/books/webb-s-s-murder/,1933-12
"Belloc, Hilaire","Charles the First, King of England",1933,https://shakespeareandco.princeton.edu/books/belloc-charles-first-king/,1933-12
"Zweig, Stefan","Mental Healers: Franz Anton Mesmer, Maty Baker Eddy, Sigmund Freud",1932,https://shakespeareandco.princeton.edu/books/zweig-mental-healers-franz/,1933-12
"Lloyd, Lord",Egypt Since Cromer,1933,https://shakespeareandco.princeton.edu/books/lloyd-egypt-since-cromer/,1934-01
"Masefield, John",The Bird of Dawning,1933,https://shakespeareandco.princeton.edu/books/masefield-bird-dawning/,1934-01
"Hoult, Norah",Youth Can't be Served,1933,https://shakespeareandco.princeton.edu/books/hoult-youth-cant-served/,1934-01
"Christie, Agatha",Murder on the Orient Express,1934,https://shakespeareandco.princeton.edu/books/christie-murder-orient-express/,1934-01
"Sayers, Dorothy L.",The Nine Tailors,1934,https://shakespeareandco.princeton.edu/books/sayers-nine-tailors/,1934-01
A.E.,Song and Its Fountains,1932,https://shakespeareandco.princeton.edu/books/a-e-song-fountains/,1934-01
"Nijinsky, Romola de Pulszky",Nijinsky,1934,https://shakespeareandco.princeton.edu/books/nijinsky-nijinsky/,1934-01
"Traven, B.",The Death Ship: The Story of an American Sailor,1934,https://shakespeareandco.princeton.edu/books/traven-death-ship-story/,1934-01
"Parker, Dorothy",After Such Pleasures,1933,https://shakespeareandco.princeton.edu/books/parker-pleasures/,1934-02
"MacLeish, Archibald","Poems, 1924-1933",1933,https://shakespeareandco.princeton.edu/books/macleish-poems-1924-1933/,1934-02
"Stead, Christina",The Salzburg Tales,1934,https://shakespeareandco.princeton.edu/books/stead-salzburg-tales/,1934-02
"Brodzky, Horace","Henri Gaudier-Brzeska, 1891-1915",1933,https://shakespeareandco.princeton.edu/books/brodzky-henri-gaudier-brzeska/,1934-02
"Frazer, James George",The Fear of the Dead in Primitive Religion,1933,https://shakespeareandco.princeton.edu/books/frazier-fear-dead-primitive/,1934-02
"Read, Herbert ","Collected Poems, 1913-1925",1926,,1934-02
"Lowry, Malcolm",Ultramarine,1933,https://shakespeareandco.princeton.edu/books/lowry-ultramarine/,1934-02
,Life in the United States: A Collection of Narratives,1933,https://shakespeareandco.princeton.edu/books/life-united-states/,1934-02
"Shaw, George Bernard",Too True to be Good,1931,https://shakespeareandco.princeton.edu/books/shaw-true-good/,1934-02
"King, George Daly",Obelists en Route,1934,https://shakespeareandco.princeton.edu/books/king-obelists-route/,1934-02
"Bentley, Phyllis",A Modern Tragedy,1934,https://shakespeareandco.princeton.edu/books/bentley-modern-tragedy/,1934-02
"Ashton, Helen",Family Cruise: A Marine Comedy,1934,,1934-02
"Bates, H. E.",The Woman WHo Had Imagination and Other Stories,1934,https://shakespeareandco.princeton.edu/books/bates-woman-imagination-stories/,1934-02
"Wild, Roland",Crimes and Cases of 1933,1934,https://shakespeareandco.princeton.edu/books/wild-crimes-cases-1933/,1934-02
"Riding, Laura and George Ellidge",14A,1934,,1934-02
"Douglas, Norman",Looking Back: An Autobiograohical Excursion,1933,https://shakespeareandco.princeton.edu/books/douglas-looking-back-autobiographical/,1934-02
"Fedden, Henry Robin Romilly",As the Unicorn,1933,https://shakespeareandco.princeton.edu/books/fedden-unicorn/,1934-03
"Hart, B. H. Liddel",T. E. Laawrence in Arabia and After,1934,https://shakespeareandco.princeton.edu/books/liddell-hart-e-lawrence-arabia/,1934-03
"Johnson, Clifford",Pirate Junk: Five Months Captivity with Manchurian Bandits,1934,https://shakespeareandco.princeton.edu/books/johnson-pirate-junk-five/,1934-03
"Rinehart, Mary Roberts",The State Versus Elinor Norton,1934,https://shakespeareandco.princeton.edu/books/rinehart-state-versus-elinor/,1934-03
"Laing, Alexander",The Cadaver of Gideon Wyck,1934,https://shakespeareandco.princeton.edu/books/laing-cadaver-gideon-wyck/,1934-03
"Farjeon, J. Jefferson",The Mystery od Dead Man's Health,1934,https://shakespeareandco.princeton.edu/books/farjeon-mystery-dead-mans/,1934-03
"Rank, Otto",Art and Artist,1932,https://shakespeareandco.princeton.edu/books/rank-art-artist-creative/,1934-03
"Le Gallienne, Eva",At 33,1934,https://shakespeareandco.princeton.edu/books/le-gallienne-33/,1934-03
Diplomat,Slow Death at Geneva,1934,https://shakespeareandco.princeton.edu/books/carter-slow-death-geneva/,1934-03
"Burgess, Gelett",Two O'Clock Courage,1934,https://shakespeareandco.princeton.edu/books/burgess-two-oclock-courage/,1934-03
"Eliot, T. S.",After Strange Gods,1934,https://shakespeareandco.princeton.edu/books/eliot-strange-gods/,1934-03
"Stern, James",The Heartless Land,1932,https://shakespeareandco.princeton.edu/books/stern-heartless-land/,1934-03
"Masefield, John ",End and Beginning,1933,,1934-03
"Priestly, J. B. ",The English Journey,1934,https://shakespeareandco.princeton.edu/books/priestley-english-journey/,1934-03
"Lawrence, D. H.",Plays,1933,https://shakespeareandco.princeton.edu/books/lawrence-plays/,1934-03
"Hall, Radclyffe",Miss Ogilvy Finds Herself,1934,https://shakespeareandco.princeton.edu/books/hall-miss-ogilvy-finds/,1934-03
"Crofts, Freeman Wills ",The 12:30 From Croydon,1934,https://shakespeareandco.princeton.edu/books/crofts-12-30-croydon/,1934-03
"Gibbon, Lewis Grassic Psuedonym (James Leslie Mitchell)",Niger: The Life of Mungo Park,1934,https://shakespeareandco.princeton.edu/books/gibbon-niger-life-mungo/,1934-04
"Hammett, Dashiel",The Thin Man,1934,https://shakespeareandco.princeton.edu/books/hammett-thin-man/,1934-04
"Spengler, Oswald",The Hour of Decision,1934,,1934-04
"Williams, Valentine",The Portcullis Room,1934,https://shakespeareandco.princeton.edu/books/williams-portcullis-room/,1934-04
"O'Flaherty, Liam",Shame the Devil,1934,https://shakespeareandco.princeton.edu/books/oflaherty-shame-devil/,1934-04
"Dunne, J. W.",An Experiment With TIme,1927,https://shakespeareandco.princeton.edu/books/dunne-experiment-time/,1934-04
"Lewis, Sinclair",Work of Art,1934,https://shakespeareandco.princeton.edu/books/lewis-work-art/,1934-04
"Huxley, Aldous",Beyond the Mexique Bay,1934,https://shakespeareandco.princeton.edu/books/huxley-beyond-mexique-bay/,1934-04
"Burnett, W. R.",Dark Hazard,1933,,1934-04
,Memoirs of the Unemployed,1934,https://shakespeareandco.princeton.edu/books/beales-memoirs-unemployed/,1934-04
"Cole, G. D. H. and Margaret Cole",The Intelligent Man's Review of Europe Today,1933,https://shakespeareandco.princeton.edu/books/cole-intelligent-mans-review/,1934-04
"Strachey, John",The Coming Struggle for Power,1933,https://shakespeareandco.princeton.edu/books/strachey-coming-struggle-power/,1934-04
"Keeling, S. V.",Descartes,1934,,1934-04
"Buck, Pearl S.",The Mother,1934,https://shakespeareandco.princeton.edu/books/mother-2/,1934-04
"Herbert, A. P. ",Holy Deadlock,1934,https://shakespeareandco.princeton.edu/books/herbert-holy-deadlock/,1934-04
,"Walter Savage Landor: Last Days, Letters and Conversations",1934,https://shakespeareandco.princeton.edu/books/landor-walter-savage-landor/,1934-04
"Roosevelt, Franklin D. ",On Our Way,1934,https://shakespeareandco.princeton.edu/books/roosevelt-way/,1934-04
"Eastman, Max",Artists in Uniform: A Study of Liturature and Bureaucratism,1934,https://shakespeareandco.princeton.edu/books/eastman-artists-uniform-study/,1934-04
"Faulkner, William",Doctor Martino and Other Stories,1934,https://shakespeareandco.princeton.edu/books/faulkner-doctor-martino-stories/,1934-05
"Beckett, Samuel",More Pricks Than Kicks,1934,https://shakespeareandco.princeton.edu/books/beckett-pricks-kicks/,1934-05
"Firbank, Ronald",The Artificial Princess,1934,https://shakespeareandco.princeton.edu/books/firbank-artificial-princess/,1934-05
*** There were only three books added to the library during May of 1934.,,,,
"Vaughan, Hilda",The Soldier and the Gentlewoman,1932,https://shakespeareandco.princeton.edu/books/vaughan-soldier-gentlewoman/,1934-06
"Thompson, Sylvia",Breakfast in Bed,1934,https://shakespeareandco.princeton.edu/books/thompson-breakfast-bed/,1934-06
"Wharton, Edith",A Backward Glance,1934,https://shakespeareandco.princeton.edu/books/wharton-backward-glance/,1934-06
"Bromfield, Louis",Here Today and Gone Tomorrow,1934,https://shakespeareandco.princeton.edu/books/louis-bromfield-today-gone-tomorrow/,1934-06
"Eliot, T. S. ",The Rock,1934,https://shakespeareandco.princeton.edu/books/eliot-rock/,1934-06
"Waugh, Alec",The Balliols,1934,https://shakespeareandco.princeton.edu/books/waugh-balliols/,1934-06
"Fitzgerald, F. Scott",Tender is the Night,1934,https://shakespeareandco.princeton.edu/books/fitzgerald-tender-night/,1934-06
"Collier, John","Defy the Foul Fiend: Or, the Misadventures of a Heart",1934,https://shakespeareandco.princeton.edu/books/collier-defy-foul-fiend/,1934-06
"Mann, Thomas",The Tales of Jacob,1933,https://shakespeareandco.princeton.edu/books/mann-tales-jacob/,1934-06
"Flandrau, Grace",Indeed This Flesh,1934,,1934-06
"Engelbrecht, H. C. and Frank Cleary Hanighen",Merchants of Death: A Study of the International Armament Industry,1934,https://shakespeareandco.princeton.edu/books/engelbrecht-merchants-death/,1934-07
"O'Sullivan, Maurice",Twenty Years A-Growing,1933,https://shakespeareandco.princeton.edu/books/osullivan-twenty-years-growing/,1934-07
"Webb, Richard Wilson and Martha Mott Kelley (Psued) Q. Patrick",Death in the Dovecot: Murder at the Women's City Club,1932,https://shakespeareandco.princeton.edu/books/webb-death-dovecot-murder/,1934-07
"Mackenzie, Compton",The Darkening Green,1934,https://shakespeareandco.princeton.edu/books/mackenzie-darkening-green/,1934-07
"Brewster, Earl Henry and A. Brewster",D. H. Lawrence: Reminiscences and Correspondence,1934,https://shakespeareandco.princeton.edu/books/brewster-h-lawrence-reminiscences/,1934-07
"Forster, E. M.",Goldworthy Lowes Dickinson,1934,https://shakespeareandco.princeton.edu/books/forster-goldsworthy-lowes-dickinson/,1934-07
